1000;0
2000;0
4000;1
8000;1
16000;3
32000;6
64000;11
128000;23
256000;47
512000;96
1024000;191
2048000;389
4096000;809
8192000;1645
16384000;3399
32768000;6779
65536000;13840
131072000;28389
262144000;58130
524288000;119593
1048576000;244147
