1000;3
2000;0
4000;2
8000;3
16000;2
32000;3
64000;5
128000;4
256000;7
512000;15
1024000;24
2048000;51
4096000;101
8192000;241
16384000;463
32768000;1079
65536000;1874
131072000;4821
262144000;10005
