1000;11
2000;22
4000;46
8000;90
16000;179
32000;346
64000;698
128000;1372
256000;2728
512000;5442
1024000;10937
2048000;21580
4096000;43066
8192000;86905
16384000;173922
32768000;346626
65536000;692502
131072000;1391294
262144000;2755959
524288000;5546138
