1000;0
2000;0
4000;0
8000;1
16000;3
32000;6
64000;11
128000;25
256000;46
512000;99
1024000;195
2048000;398
4096000;812
8192000;1633
16384000;3344
32768000;6807
65536000;13917
131072000;28516
262144000;58336
524288000;120172
1048576000;245498
