1000;12
2000;22
4000;46
8000;91
16000;176
32000;347
64000;689
128000;1368
256000;2715
512000;5528
1024000;11147
2048000;21592
4096000;42962
8192000;86735
16384000;174020
32768000;343909
65536000;686489
131072000;1386550
262144000;2755223
